wuxing,score,mod1,mod2,jixiong,brief,description,detail
木土火,75,153,264,平,乏成功运，有不平不满的念头，但数理良好者，多有进展成功。,基础运吉而能达有限之成就，但因成功运受到压制，故成功之后便难再伸展了，宜养（仁德雅量），可逃灾害而得平安。,"1、总论：有限度的小成功，但时常为金钱操劳，以致无法太大的发展，在不平不满中度日，注重精神修养才是上策。
2、性格：虽然辛苦奋斗，表面温和有礼，但待人不太合群，容易引起反感，有好奇心，喜新厌旧。应培养果断力，方能成功。
3、意志：意志坚定，在恶劣环境中也能随遇而安，耐性亦佳，能忍受艰苦。一生辛勤但收获不多。
4、事业：创业过程较辛苦，如有小成就，宜退守为安，若好高骛远，只有劳民伤财。
5、家庭：与父母意见不和，夫妻大致圆满但有小争吵。
6、婚姻：男娶精明能干之妻，但时常闹意见；女嫁好胜好强之夫，婚后感情不太圆满。
7、子女：子女运相当好，个个都活泼可爱，长大后有所成就，也会孝顺父母。
8、社交：表面温和，但好出风头容易得罪人，应多忍让，以免卷入朋友是非中。
9、精神：表面乐观而内心苦闷，精神不安。
10、财运：有一时的好运，但终究陷入苦战，财源不佳。
11、健康：注意胃肠及皮肤病。
12、老运：稍得安宁，但财运仍然不得意。"
木土土,50,155,266,凶,成功运被压抑，难以有所伸张，生不平不满之念，招致家庭不和。,虽易产生不平、不满之念，招致家庭不和，但幸因知机，而养成（仁德雅量）而能亨通安详，总之大体平顺幸福，而必有相当之成就，只因成功运受到压制，故成功之后，恐难再伸展。,"1、总论：发展性很小，切勿好高骛远，以免为钱财起纠纷，家庭生活能无忧就该满足，不要不平不满，注重精神生活才是聪明人。
2、性格：表面乐观，内心苦闷，常有不平不满之心理，待人诚实而自劳，喜批评人家是非，自己却容易被煽动。
3、意志：意志尚称坚定，但缺乏果断力，处事容易冲动，情绪苦闷又不安定。
4、事业：一生辛勤而收获不多，常在忧愁中度日，六亲又难相助。
5、家庭：与父母意见不和，夫妻表面平顺，但时常争吵，家内不太平安。
6、婚姻：男娶勤俭之妻，夫妻常为小事闹意见；女嫁好胜好强之夫，婚姻不太美满。
7、子女：子女运佳，责任心重，能在社会上成功。
8、社交：待人诚恳有雅量，但要领不佳，常有受累之事发生，少管闲事为妙。
9、精神：为朋友之事及金钱问题操心，心性欠开朗。
10、财运：与金钱缘薄，纵有积蓄也有限。
11、健康：易患胃肠病，筋骨酸痛。神经质。
12、老运：运限平稳，但财源不佳，应注重精神修养。"
木土金,40,157,268,凶,成功运被压抑，消极，境遇难安，易生不平之念。,基础运佳而成功运劣，虽无大发展，但亦安定，温饱无虑，但成功运被压迫以致不能再伸张发达，故好发牢骚，幸而德量好，小过难免，但不致成祸厄。,"1、总论：为家庭生活而兢兢业业，辛勤努力之后终有收获，早年较为劳碌，天运五行属木、火时，中年后事业有成，名利可得。
2、性格：外表温和斯文，举止谦和有礼，人缘很好，但内在个性稍强，有不服人之气慨，更有眼高手低之倾向。
3、意志：意志坚定，工作态度积极，但耐心不佳，处事有虎头蛇尾之倾向。
4、事业：创业过程较艰苦，必须依赖自力而成就，中年后可以一展自己的抱负。
5、家庭：若为长子，父母恐缺其一，夫妻能和睦照顾家庭。应注意桃色事情发生，以免破坏夫妻情感。
6、婚姻：男娶贤淑之妻，替您分忧解劳；女嫁好胜好强之夫，婚后常有争吵。
7、子女：子女个性较顽强，容易和父母顶嘴，长大后在社会上有成功发展。
8、社交：人缘俱佳，能得亲朋之助，但容易和异性接近，应注意桃色事件。
9、精神：若欲望不太高，可得到满足，若好高骛远，只会带来精神操劳，别无所得。
10、财运：财禄丰足之象，但早年较辛劳。
11、健康：易患胃肠病或外伤。
12、老运：晚景物质不缺，多注重精神修养，老境自然无忧。"
木土水,40,159,260,凶,成功运被压抑，难以有所伸张，尤其容易遭遇急变、没落及不测。,基础运崩败，成功运亦毁坏，命运势劣，被压不伸，容易遭遇转劣或凶厄、急难、变死、危机四伏，短寿之兆，生命难保，幸若人格数是15数或35数者：虽最优良，仅可保免致短寿，但身心会易过劳。,"1、总论：很难成功的配置，最好保守点去领薪水，免得精神及物质损失，保重身体为要，不要让病魔缠身或意外之灾发生。天运五行属火、土可较安定。
2、性格：人虽忠厚老实，却有些固执，社交能力差，但人缘还算不错，做事要领不佳，该做的不做，不该做的却坚持行事，以致招来破财之灾。
3、意志：意志不够坚定，又缺乏实际，但耐性尚佳，能忍受一生的劳苦。
4、事业：创业过程很艰苦，必须靠自力更生，一生较劳碌，宜忍为安。
5、家庭：与父母意见不和，夫妻不睦，子女多累。
6、婚姻：男娶意志不坚之妻，家内少平安；女嫁好胜好强之夫，婚后感情不睦。
7、子女：子女运不佳，性格较顽固，身体较虚弱。
8、社交：一副表面老实的样子，还算讨人喜欢，但待人要领不佳，交友不广。
9、精神：事事不能如意，心情苦闷多。
10、财运：很难赚到大钱，不要异想天开，只能勤俭度日，未雨绸缪为老运设想，才可减少悲伤。
11、健康：胃肠、肾脏、心脏机能易患毛病。
12、老运：老境孤独，贫困又身体多病。"
木金木,40,171,282,凶,成功可能性小，费心困苦，心身过劳，多不幸。,外表似安定，内实不然，困难重重以迭卷而来，永不休止，境遇困苦，身心过劳，甚难以成功，即使勉强成功也很快再败，易惹祸端而变为短寿，或损脑筋，变成思想偏歧不正，或多遭危身灾险，家庭亦多不幸诸灾。,"1、总论：一个人的能力是有限的，不可太任性，您的主观太重害了您，您的计划及劳心劳力，大多是白费，得不到肯定，只有一个表面的空壳子，其实内部困难重重。
2、性格：您兢兢业业的精神虽然可嘉，但固执成性会增加您的精神负担及痛苦，任何事情多与人商量，多听人劝导能改变您的命运。
3、意志：意志不够坚定，只顾面子不务实际，但尚能忍受艰苦，操劳而功少。
4、事业：辛勤劳苦而收获少，费心费力而无所成，抑郁不能发展。
5、家庭：与父母意见不能沟通，夫妻感情不睦，对子女却过严。
6、婚姻：男娶意志不坚之妻，时常有意见争吵；女嫁无果断力之夫，婚后不美满。
7、子女：子女聪明顽固，反抗心较强。
8、社交：社交能力不错，外缘也佳，三教九流的朋友都有，做事不妥协，不马虎，忍耐性强。
9、精神：外表乐观，其实内心苦闷，应修身养性，求得精神上的寄托。
10、财运：终生劳苦变成空，最后财运仍不丰。
11、健康：易患精神衰弱、肺病、外伤，慎防意外之灾。
12、老运：老境孤独，凄凉，又无财运可依靠。"
木金火,40,173,284,凶,成功不佳，基础不稳，劳心劳力。,绝对不安定，多遇小人之暗害，身心过劳，基础运崩败，成功运毁坏，不能成功，即使勉强成功亦旋即再败，或损脑筋，变成思想偏倚不正，或多遭危身灾险，甚至发狂、自杀、变死诸祸端，此乃短寿之兆。,"1、总论：不安定的配置，终日辛苦奋斗，但障碍重重，很难成功，思想多变化，身心又过劳，一生难得安详。慎防意外之灾或法律上的纠纷。
2、性格：个性刚强又固执，常与人争执、纠纷，容易被误解，虽然能克苦耐劳，富进取之心，常从事超过自己能力之事来困扰自己。
3、意志：意志不坚定，有眼高手低之倾向，常有不平不满，但耐性尚佳，能忍受失败的打击。劳多而利少。
4、事业：理想高远而不能得到别人的支持，靠孤军奋斗，辛劳而收获不多。
5、家庭：不听父母意见，为家庭劳苦，夫妻难和睦，子女不受教。
6、婚姻：男娶好胜好强之妻，常有争吵；女嫁无果断力之夫，婚后难圆满。
7、子女：子女健康活泼，但顽皮而增加不少麻烦。
8、社交：不甚圆满，因好胜顽固容易与人争执，强作自己主张，又有风流之嫌。
9、精神：所谋之事都不称心，精神非常苦闷。
10、财运：纵使有点小成就，就该满足了，财运不佳，应多注重精神修养。不重金钱，有钱就花。
11、健康：易患呼吸系统疾病、神经衰弱、脚疾及外伤。
12、老运：老境孤独，财运不佳，应早作养老准备。"
木金土,75,175,286,凶,成功运虽不佳，但只要肯努力，也可获得相当的发展，惟易心身过劳，而招致不幸，但其境遇安定。,因肯努力而获得相当程度之成功，境遇安定，但成功运劣，所以难再发展，精神亦多磨劳苦。,"1、总论：家庭共同努力能有成就，如不好高骛远则可安定无忧，若不知满足定受精神劳苦，更会弄巧成拙，招来财务困难。
2、性格：为人主观又好胜，竞争心理强烈，外表乐观，内则空虚，常有不平不满之事，有风流之性，应留心色难。
3、意志：意志尚称坚定，但耐性不佳，常有不平不满之事，处事容易冲动，时常欠考虑而大吼大叫。
4、事业：具有勇往迈进的精神，但缺乏持久的恒心，宜涵养忍耐之心，定能一展报负。
5、家庭：与父母意见不和，夫妻大致圆满，但多少有点不满，子女孝顺。
6、婚姻：男娶贤淑之妻，但婚后常有争吵；女嫁顽强之夫，婚姻不太美满。
7、子女：子女都有责任感，长大能孝顺，且能在社会上有所成就。
8、社交：头脑灵敏，好管闲事，好吹虚言，婚后应避免与异性朋友太亲密，免被人误会。
9、精神：表面乐观，内心操劳，生活自律点，多注重天伦之乐，量力而为就可无忧。
10、财运：稳定中求发展，老运财源可得。
11、健康：易患偏头痛、神经衰弱、呼吸系统疾病。注意预防近视。
12、老运：老境尚安，但财运不多。"
木金金,40,177,288,凶,成功运不佳，顽固过刚，易生不和及争论，陷于非难、孤单。,过于坚刚而被人排斥，陷于不和、孤独，身心过劳，容易遭难，失败，伤害脑以致思想偏倚不正，家庭破乱，除非意志坚刚不拔而终可成功，否则其成功运至劣，难于展志成业，易惹祸端而变为短寿。,"1、总论：个性过强内外不和，事业难以发展，产生身心过劳，财运也差，只能辛勤过日，切勿勉强行事，免得意外损失或惹官司是非，注意外伤或意外灾危。
2、性格：为人好胜心强，任何事情都不愿居于人下，做事欠考虑，容易冲动，不善于言词，容易被人误会，而引起纠纷或诉讼。
3、意志：尚称坚定，有突破万难之势，但耐性不佳，做事有虎头蛇尾之倾向，很难成功。
4、事业：靠孤军奋斗，创业过程较艰苦，辛勤劳碌而收获不多，宜忍则安。
5、家庭：与父母意见不和，如为长子父母恐缺其一，夫妻常争吵，子女顽固。
6、婚姻：男娶好胜之妻，婚后常闹意见；女嫁无能之夫，婚后不美满，注意婚姻危机。
7、子女：男多于女，个性较顽固，会与父母顶嘴。
8、社交：社交不太美满，容易与人纠纷，应注意惹上法律诉讼。
9、精神：惹火烧身，身心操劳，精神负担重。
10、财运：财运不佳，只能勤俭过日。
11、健康：易患神经衰弱、头痛、外伤、肺疾等病。
12、老运：老境寂寞，仍然劳苦，财运不佳。"
木金水,40,179,280,凶,成功运不佳，常有烦恼和不安，尤其易起急变失落。,虽努力勤奋，但徒劳少得，常有烦脑不安，终因身心过劳而一再失败，陷于急变、没落、遭难、变死之悲运，虽庆喜人格与地格俱吉数，而有一时之安定成功，但为时不久。,"1、总论：如有一时的成功应满足了，否则会越陷越深，而至不可收拾之局面，带来身心过劳烦恼不安，慎防急难灾厄。
2、性格：为人节俭好静，性情孤癖，不善交际，忧郁气闷，喜怒难辩，心情常有不安之感，常有不平不满之心理。
3、意志：意志坚定，有坚强的创业毅力，耐性亦佳，能忍受艰苦。但劳多而功少。
4、事业：应从事稳定收入的生意，或薪水生活较适合，投机性行业远离为安。
5、家庭：与父母不和，家庭不太温暖，亲友无助。
6、婚姻：男娶傲慢之妻，婚后常闹意见；女嫁无能力之夫，婚后不美满。
7、子女：子女较顽固，不要过于溺爱，否则长大无法管束。
8、社交：不善交际，社交能力不佳，带来的只有苦闷与忧愁。
9、精神：事事不如意，烦闷多多，宜加强精神修养。
10、财运：平日操劳又勤俭，但是财运仍不佳，应注重精神生活减少苦闷。
11、健康：易患神经衰弱、头痛、呼吸系统疾病。
12、老运：老境稍安定，但经济、精神仍不佳。"
木水木,88,191,202,吉,成功运佳，境遇安定，配置吉。唯数理之故易遭家庭不和等烦恼。,得境遇安全，能逃灾厄，成功运佳，顺利成功发展，配置良好，但只怕人、地两格，若有凶数者：家庭变成诸多不幸，因之导致失败之虑，若无凶数，则可免忧也。,"1、总论：虽有天赋的才华，满怀的心志，但不可脱离现实太远，不要太过自信自满，有时会让您失望的，做事多加考虑，多能考虑别人的意见，您一定会成功发展。
2、性格：有创造计划的头脑，性格较为孤高，架子也大，做事只凭自己的眼光和魄力是不够的，应多调查社会实际需要再著手去做，才是成功之道。
3、意志：意志坚定，为理想能奋斗到底，耐性亦佳，能忍受艰苦，一定能成功发展。
4、事业：事业运不错，可一展抱负，易受家庭拖累而受苦。
5、家庭：因主观太强，家庭不太美满。忍耐自无大碍。
6、婚姻：男娶温厚而固执之妻，婚后常闹小意见；女嫁有才能个性顽固之夫，忍气吞声后常有争吵。
7、子女：男孩多于女孩，个个聪明又孝顺。但不可太溺爱子女。
8、社交：不太随和，自我心强，容易得罪别人，外缘尚可。
9、精神：虽然操心点总会得到安慰的，切记不要自找麻烦来伤神，必然无忧。
10、财运：您的财运很好，但须防意外牵累或损失。有起伏不定之灵意。
11、健康：易患胃肠、泌尿系统之病。
12、老运：为名为利终日劳，晚景可享清福。"
木水火,40,193,204,凶,一时虽可以发展，但基础不稳，易生急变。,一时博得名利，因基础不稳，水火急变，最终也凶，易生病难、急祸、克妻与家庭之不幸，若人格数与地格数：相差了六数，乃犯六冲之短命兆，有大凶厄或变死之虑。,"1、总论：会有一时的成功，惟恐太大意、任性或被拖累而遭失败，因为基础运不稳，处事要多加慎重，步步为守，才能成功。虽有财运，慎防意外病痛或灾危。
2、性格：精神生活常感到不安，常有后顾之忧，做事都一意孤行，不愿接受别人的意见，以致陷入孤军奋斗，天运五行属火、土时，中年后大成功。
3、意志：意志不坚定，是非分不清，容易惹麻烦，但耐性好，可忍受艰苦，有小缺点总是难改。
4、事业：早年辛勤劳苦而收获少，中年后可一展抱负，须防再陷入困境。
5、家庭：虽有孝心但行动或口头表面却相反，夫妻常反目，对子女过严。
6、婚姻：男娶无能寡和之妻，婚后常有争吵；女嫁有才俊之夫，婚后不甚美满。
7、子女：子女虽活泼，但身体较虚弱。长大后独立心较强。
8、社交：人缘好，社交能力也不错，但交友不广。兄弟姊妹易产生误会。
9、精神：理想太高，精神多操劳，心性欠开朗。
10、财运：时有时无，财源不稳，慎防因判断错误而陷入失败。
11、健康：易患胃肠、心脏、脚疾之病。
12、晚景：物质不缺，但精神仍不安定。"
木水土,40,195,206,凶,一时可以成功，但会逐渐崩破而归于失败，基础易生突变。,一时虽可得成功，但会渐渐的崩溃而归于失败，表面安定，内有急祸，心情烦闷不安，容易生突发之急变灾难，甚至发生料想不到之灾危或祸端。,"1、总论：成功之时要慎防随时发生的祸害，不如意时也不要自暴自弃，以您的才华定能创立一番事业，但做事不可太主观，多接受他人的建议，对您是有利的。
2、性格：凡事好胜好强，以自已的意见为重，好面子，不认输，善于舌战辩论，虽有才华，但不可太自满，免得别人误会您架子大。
3、意志：意志不坚定，易受世俗迷惑，耐性亦不佳，处事欠考虑或冲动，思想多变化。
4、事业：早年事业不顺，有志难伸之象，中年后趋向稳定。
5、家庭：夫妻常争吵，子女顽固。
6、婚姻：男娶好胜好强之妻，婚后夫妻不睦；女嫁有贤才之夫，婚后大致美满。
7、子女：子女有责任感，但顽固，长大会有成就。
8、社交：人缘很好，个性强，言谈有信心，给人有信赖的感觉。
9、精神：外表乐观，内多操心，更有后顾之忧。
10、财运：时好时坏不稳定，只能靠意外之财或祖产。
11、健康：易患泌尿系统及子宫病、胃肠、脚疾等。
12、老运：老来忧闷不安，物质生活不稳定。"
木水金,70,197,208,凶,虽然成功运佳，基础安定，财格俱得配置，惟数理凶，易生不平不满。,基础安定，成功运佳，财利名誉俱得并大发展之势，健康、长寿、幸福之兆，唯若人格或地格若凶数，恐因好大，喜功，行事亦易招败，若无凶数，则可免忧虑。,"1、总论：若不好胜急进，保守行事的话，可以成功成名，只怕因好大喜功而企图从事超过自己能力财力的事，易遭失败，应自己警惕以防万一。
2、性格：为人头脑聪明且勤奋，但做事观前不顾后，漏洞太多，喜发横财，而从事投机生意，虽有财运但要谨慎行事，以防万一。
3、意志：意志坚定，注重理想而不重物质享受，但耐性不佳，处事有虎头蛇尾之象。
4、事业：事业运尚称顺利，但常因自己的判断错误而劳命伤财。
5、家庭：因主观太强又固执，夫妻难得和睦。
6、婚姻：男娶好胜之妻又固执，婚后常争吵；女嫁固执之夫，婚后不甚美满。
7、子女：子女个性顽强，身体健康，比较容易和父母顶嘴。
8、社交：外缘与社交能力普通，性情多变化，大多会倾向于风流好色。
9、精神：表面乐观，其实内心空虚，应注意精神修养。
10、财运：时好时坏，老运财源安定。
11、健康：易患泌尿系统、筋骨酸痛证。
12、老运：平生多劳心，晚景可享清福。"
木水水,60,199,200,平,虽可成于一时，但易生破乱，但也有富豪长寿的可能。,前运虽苦而后运甘甜，能顺利成功并大发展，为富豪，享长寿安宁，但人格、地格若凶数恐有病弱或流亡失所之虑，若无凶数，则可免忧虑。,"1、总论：有才华，头脑灵敏，做事都经过仔细考虑，观察力强，信用也好，能发展成功之配置。但因数理有凶数，有家庭不幸或失败之倾向。天运五行有助者，名利可得。
2、性格：善良优雅的个性，聪明又有判断力，但较为自私，花钱较小气，比较不注重物质生活，只想实现自己的理想，经历的考验较多。
3、意志：意志坚定，为自己理想不断在奋斗，不浪费，耐性亦佳，能忍受艰苦。
4、事业：有进取心，一生辛勤奋发，中年后可一展报复，事业有成。
5、家庭：父母缘薄，夫妻不甚和睦，家庭不温暖。
6、婚姻：男娶好胜好强之妻，婚后常有小争吵；女嫁才干之夫，婚后大致圆满。
7、子女：子女个性较固执，身体较虚弱。
8、社交：外缘好，社交普通，人际关系尚称圆满。
9、精神：常有烦事来困扰，精神生活常在不安定中。
10、财运：如能减少意外损失，如天运五行有助于外格及总格时，中年后财源丰富。
11、健康：易患气喘、心脏病等。
12、老运：终生辛劳，晚景难裕，但恐缺天伦之乐，身体也有病弱之象。"
火木木,98,311,422,吉,颇有向上发展的生机，目的容易达到而成功，基础、境遇俱佳而安泰，必定长寿享福，配置吉祥。,基础安泰，贵人相助，向上发展，易迅速达成目的，而得大成功发展，享洪福又长寿。,"1、总论：配置很理想，可顺利发展成功，做事较积极且有计划，不辞艰苦，大都在中年以前就能在社会上建立良好的信誉。天运五行属水时，中年后会陷入失败或逢灾。
2、性格：外表乐观，喜助他人，为别人多劳，但内心多烦闷。喜欢研究事情动脑筋，不断进修自己，积极向外发展，必能有所作为。
3、意志：意志、耐性尚称坚定，思想亦正确，能平步青云，一展抱负。
4、事业：家内团结一致，能专心创业而得到成功发展，名利可得。
5、家庭：事业过程较劳碌，对家庭责任感重。能在社会上一展抱负。
6、婚姻：男娶贤淑之妻，婚后圆满；女嫁有才干之夫，婚后不太圆满。
7、子女：子女聪明而孝顺，能在社会上成功。
8、社交：人缘与社交能力都不错，快人快语容易得罪人，与晚辈或部属较投机。
9、精神：精神虽有点烦闷，但事事都能让您称心，得到良好的安慰。
10、财运：能掌握时机，财源滚滚而来。
11、健康：易患气喘、呼吸系统之疾。
12、老运：晚景吉祥，衣食无忧无虑。"
火木火,98,313,424,吉,成功运佳，向上发展容易达到目的，基础、境遇俱佳而安泰，必定长寿享福，配置吉祥。,由努力至成功，向上发展，诸志易成，百事安泰，身心健康，得享长寿富荣，但因火力过大，提防火灾或烫伤之险，若无凶数，则可免忧虑。,"1、总论：有发展之运势，做事能率先垂范，只怕过于自信，陷入一意孤行，而使心情烦闷，为家庭多劳苦，中年后可成功发展，但天运五行属木，一生劳碌功少。
2、性格：为人慷慨好面子，心理善良，外柔内刚，努力奋斗，快人快语且有自大之象，博学而不能专精于一艺，善于安排人生乐趣。婚后倾于风流。
3、意志：意志坚定，凡事依计划进行，耐性亦佳，能忍受艰苦，是创业的人才。
4、事业：事业过程较劳碌，对家庭责任感重，能在社会上一展抱负。
5、家庭：夫妻子女都勤勉和睦，共享天伦之乐。但应减少应酬，才不致发生意见冲突。
6、婚姻：男取贤慧之妻，婚后感情融洽；女嫁有才干之夫，婚后美满。
7、子女：子女优秀，个个健康又活泼。长大后在社会上发展很好。
8、社交：为人比较严肃，让人有敬畏的感觉，人缘不错，社交也能成功。
9、精神：为事业多操劳，但精神尚能得到安慰。
10、才运：平日辛劳没白费，财源尚佳。
11、健康：泌尿系统较弱。
12、老运：中年前辛劳，晚景尚称安定。但精神较烦闷。"
火木土,98,315,426,吉,向上进取容易成功而富贵，基础犹如立于磐石，泰然安康，心身健康，得享长寿。,基础坚固，毫无变动，如立盘石之上发展，达成目的，向上进取，努力奋斗，容易成功富贵，顺利发展，安泰健身长寿。,"1、总论：坚强的毅力，能克服人生难关，有创业的天才，可积极向外发展成功，必能在社会上有所作为，但有意外失败及灾厄发生之灵意。
2、性格：好胜心较强，待人谦虚客气，但自律较严，不肯与人妥协，交际不太圆满，对自己满怀信心，容易陷入一意孤行。
3、意志：意志不坚，表面有毅力，外实内虚，耐性亦不足，处事冲动，欠考虑。
4、事业：事业成功有望，但创业过程较劳苦，中年后可一展抱负。慎防突然的崩溃。
5、家庭：生活大致圆满，夫妻有争吵之象，子女勤劳孝顺。
6、婚姻：男取勤俭贤淑之妻，婚后感情不甚和睦；女嫁有才干之夫，婚后生活圆满。
7、子女：子女少但有责任感，且都能孝顺父母。长大后成功率很高。
8、社交：有照顾他人的美德，但得不到亲友之助，交际平凡。慎防亲友拖累。
9、精神：内心有点苦闷，但都能得到安慰，喜忧参半。
10、才运：辛劳中有收获，才利可得。没有意外之财或祖产。
11、健康：易患神经衰弱，肝胃病。
12、老运：一生辛劳，晚景尚难安，精神不安定。"
